"doffin_referanse";"navn";"publisert_av";"kunngjoring_type";"kunngjoring_dato";"tilbudsfrist_dato";"lenke";"cpv";"beskrivelse";"estimert_totalverdi";"kunngjort_uke";"kunngjort_år";"fristlengde"
"2020-384809";"Kjøp av tjenester/bistand til utvikling av ""Den digitale fjellovergang""";"Statens vegvesen ";"Kunngjøring av konkurranse";"2020-05-01";"2020-06-05";"/Notice/Details/2020-384809";"73220000";"Statens vegvesen ønsker å utvikle et system/produkt for å gi støtte til driftsentreprenørene i forhold til å gjøre mest mulig rettidige beslutninger om kolonnekjøring eller stengninger pga. vanskelige kjøreforhold. Vi søker derfor etter en leverandør som kan gi oss bistand til denne utviklingen.
""Den digitale fjellovergang"" er en pilot i ITS programmet 2018-2023 og er knyttet opp mot nasjonal transportplan og gjennomføres i regi av Statens vegvesen.
";NA;"18";"2020";"35"
"2020-301293";"Konsulenttjenester for utvikling og evaluering av Osloprøver i naturfag";"Oslo kommune v/ Utdanningsetaten ";"Kunngjøring av konkurranse";"2020-05-01";"2020-06-02";"/Notice/Details/2020-301293";"73200000";"Osloskolen har en egen prøveplan hvor både statlige og kommunale
prøver inngår. Prøvene gir informasjon om elevenes grunnleggende ferdigheter og deres kompetanse.
I dag gjennomfører elever i Oslo kommunale prøver i matematikk/regning, lesing, naturfag og digitale ferdigheter. Prøvene i matematikk og digitale ferdigheter utvikles med bruk av interne ressurser. Områdene lesing og naturfag utvikles, analyseres og tilbakeføres ved hjelp av eksterne fagmiljøer.
Utdanningsetaten innehar ikke den kompetanse eller ressurser som kreves for å utvikle og følge opp prøvene i naturfag og ønsker å samarbeide med et fagmiljø for å få dekket behovet.
Gjennom denne anskaffelsen ønsker Utdanningsetaten å inngå avtale med et fagmiljø for følgende prøver:
• Osloprøve i naturfag 4. trinn
• Osloprøve i naturfag 7. trinn
";NA;"18";"2020";"32"
"2020-379987";"Finansiering gjennom brukerbetalinger i kommunesektoren";"Kommunal- og moderniseringsdepartementet ";"Kunngjøring av konkurranse";"2020-04-30";"2020-06-03";"/Notice/Details/2020-379987";"73200000";"I høstrapporten for 2019 fra Det tekniske beregningsutvalg for kommunal- og fylkeskommunal økonomi vises det blant annet til at kommuneforvaltningen i 2018 fikk innbetalt 74,4 milliarder kroner i brukerbetaling for kommunale tjenester, noe som utgjorde 13,2 pst. av totale inntekter. Brukerbetalingene har dermed vesentlig betydning både for kommunenes finansiering av velferdstjenester og for innbyggernes bidrag til velferdstjenestene. Et prosjekt bør derfor se finansiering gjennom brukerbetalinger både fra et kommuneperspektiv og fra innbyggernes perspektiv.
Det legges til grunn at det skal gjennomføres både en deskriptiv og analytisk beskrivelse.
For nærmere beskrivelse av leveransen, se bilag 1 til kontrakt (Kundens beskrivelse av oppdraget).
";"700000";"18";"2020";"34"
"2020-362307";"Evaluering av effekt av Ptils aktiviteter innenfor temaene hydrokarbonlekkasjer og løftehendelser";"Petroleumstilsynet ";"Kunngjøring av konkurranse";"2020-04-29";"2020-05-22";"/Notice/Details/2020-362307";"73110000";"For å bidra til å forbedre vår tilsynsvirksomhet ønsker vi en evaluering av hvilken effekt Ptils virksomhet rettet mot enkeltselskap og på bransjenivå har hatt på selskapenes arbeid, innen to sentrale tema: HC-lekkasjer og løftehendelser. Begge disse temaene har over tid vært adressert på mange ulike måter fra Ptils side.
Det skal lages en rapport som inkluderer følgende:
- Hvilken effekt har ulike virkemidler og aktiviteter i regi av Ptil hatt på selskapenes og bransjens eget forbedringsarbeid?
- Hvilke andre faktorer og kilder (f.eks. påvirkning fra hendelser, kontakt med andre selskap, bransjeorganisasjoner der Ptil ikke har deltatt) har ført til endring/effekt? 
- Er det virkemidler eller aktiviteter Ptil kunne ha brukt som ville ført til bedre tiltak eller (ytterligere) forbedring?
";"900000";"18";"2020";"23"
"2020-398930";"Kartlegging av husvikartjenester i kommunene";"Helse- og omsorgsdepartementet ";"Kunngjøring av konkurranse";"2020-04-29";"2020-05-25";"/Notice/Details/2020-398930";"73200000";"Oppdragsgiver er Helse- og omsorgsdepartementet. Helse- og omsorgsdepartementet har
det overordnede ansvaret for helsepolitikk, folkehelse, helsetjenester, kommunale tjenester
til eldre og funksjonshemmede, helselovgivning og deler av sosiallovgivningen i Norge.
Departementet ønsker med denne anskaffelsen å få en helhetlig og systematisk oversikt
over hvordan husvikartjenester er innrettet i norske kommuner i dag og omfanget av denne
tjenesten.
Anskaffelsen har en verdi på inntil 600 000 kr. ekskl. mva. Leveransen skal bestå av en
skriftlig rapport som skal leveres senest 16. desember 2020.
";"600000";"18";"2020";"26"
"2020-366611";"TransQ Qualification System |notification of qualification system - Services";"TransQ Qualification, Achillevs Information AB (Sweden) on behalf of the Transport and Post utilities listed in Section VI.3) ";"Kunngjøring av konkurranse";"2020-04-26";NA;"/Notice/Details/2020-366611";"60000000";NA;NA;"17";"2020";NA
"2020-389117";"FoU-prosjekt om tilrettelegging av arbeidsinnvandring fra tredjeland";"Utlendingsdirektoratet - UDI ";"Kunngjøring av konkurranse";"2020-04-23";"2020-06-02";"/Notice/Details/2020-389117";"73000000";"Utlendingsforvaltningen trenger mer og bedre kunnskap om brukerne av arbeidsinnvandringsregelverket, både arbeidsgivere og arbeidstakere, samt oppdragsgivere og tjenesteytere/oppdragstakere. Dette prosjektet skal i stor grad innhenteerfaringer og synspunkter fra de ulike brukergruppene.
På grunnlag av undersøkelsene skal oppdragstaker utforme hensiktsmessige anbefalinger som skal gi oss grunnlag for å utvikle tjenestene våre og eventuelt foreslå endringer i regelverket. 
";NA;"17";"2020";"40"
"2020-331732";"Eksogene oppgavemål for å fange opp etterspørsel etter leveringspålitelighet (Developing variables for measuring the task of supplying reliability)";"Norges vassdrags- og energidirektorat (NVE) ";"Kunngjøring av konkurranse";"2020-04-22";"2020-05-22";"/Notice/Details/2020-331732";"73200000";"se konkurransegrunnlag";NA;"17";"2020";"30"
"2020-381067";"Utvikle metoder for å tilrettelgge datasett som kan benyttes til å kalkulere effekt- og energidistanse (Developing methods for combining data that can be used for calculating power distance)";"Norges vassdrags- og energidirektorat (NVE) ";"Kunngjøring av konkurranse";"2020-04-22";"2020-05-22";"/Notice/Details/2020-381067";"73200000";"se konkurransegrunnlag";NA;"17";"2020";"30"
"2020-305040";"Utvikle og teste metoder for å bergene effekt- og energiavstand (DEVELOPING AND TESTING METHODS FOR CALCULATING POWER- AND ENERGY DISTANCE)";"Norges vassdrags- og energidirektorat (NVE) ";"Kunngjøring av konkurranse";"2020-04-22";"2020-05-22";"/Notice/Details/2020-305040";"73200000";"se konkurransegrunnlag";NA;"17";"2020";"30"
"2020-363466";"Forprosjekt - Evaluering av Kompetansepluss";"Kompetanse Norge ";"Kunngjøring av konkurranse";"2020-04-22";"2020-05-26";"/Notice/Details/2020-363466";"73000000";"Kompetanse Norge ønsker å gjennomføre et forprosjekt hvor det kartlegges hvordan Kompetansepluss-ordningenes måloppnåelse kan evalueres og måles, hva som kan og bør evalueres og eventuelt målingsvariabler eller annen informasjon som ikke innhentes i dag, og som er nødvendig for å gjennomføre en slik evaluering. Forprosjektet skal ende i en rapport som beskriver minst tre ulike evalueringsdesign av ulikt omfang. Oppdraget innebærer ikke en gjennomføring av evalueringen.";NA;"17";"2020";"34"
"2020-389095";"Kunnskapsprosjekt Fri scenekunst og formidling. Muligheter og utfordringer knyttet til visning av fri scenekunst.";"Norsk Kulturråd ";"Kunngjøring av konkurranse";"2020-04-22";"2020-05-21";"/Notice/Details/2020-389095";"73200000";"Det har lenge vært et kulturpolitisk mål å styrke situasjonen for visning av fri scenekunst. I den forbindelse er det behov for et mer solid kunnskapsgrunnlag. Visning av fri scenekunst skjer i et samspill mellom de kunstneriske strategier og estetiske praksiser som kunstnere initierer, infrastrukturen av arenaer og arrangører, og de kulturpolitiske virkemidler og tiltak som bidrar til å støtte og stimulere produksjon og formidling. Det er dette samspillet kunnskapsprosjektet som Kulturrådet nå kunngjør, skal undersøke.
Prosjektet skal belyse både estetiske og strukturelle sider ved situasjonen for visning, og drøfte erfaringene til scenekunstnere på den ene siden og arrangører og arenaer på den andre. Det skal også inkludere erfaringer med tilskuddsordninger og tiltak som bidrar til formidling både i og utenfor Norge.
";"700000";"17";"2020";"29"
"2020-383248";"Digitalt lederutviklingsprogram";"Departementenes sikkerhets- og serviceorganisasjon ";"Kunngjøring av konkurranse";"2020-04-22";"2020-05-20";"/Notice/Details/2020-383248";"79420000";"De strategiske satsningsområdene til DSS er: Digitalisering, standardisering og samarbeid. Med utgangspunkt i satsningsområdene ønsker vi å digitalisere lederutvikling/kompetanseutvikling og dermed forenkle, forbedre og fornye læringsprosesser.
DSS ønsker derfor å anskaffe et digitalt lederutviklingsprogram. Tanken er at DSS først gjør en pilot med utvalgte ledere fra DSS og departementsfelleskapet, for deretter og eventuelt utøke programmet. En annen benevnelse for digitalt lederutviklingsprogram kan være virtuell ledertrening. Det er krav til at løsningen innebærer blandet læringsløp som betyr skifte mellom digitale løsninger og fysiske møter/trening. Mellomledere som leder medarbeidere er målgruppen.
";"1600000";"17";"2020";"28"
"2020-346039";"219660 Innovasjonspartnerskap - Smart Vinterveg";"Gjøvikregionen - Anskaffelser ";"Kunngjøring av konkurranse";"2020-04-22";"2020-05-25";"/Notice/Details/2020-346039";"73000000";"Kommunene Hamar, Ringsaker, Lillehammer og Gjøvik har inngått et samarbeid om å gjennomføre en konkurranse om innovasjonspartnerskap for å finne løsninger knyttet til bedre og mer effektive former for vinterdrift av veger og eiendommer.
Kommunene er tildelt kr. 14.000.000 fra Innovasjon Norge til gjennomføring av dette innovasjonspartnerskapet.
";"16000000";"17";"2020";"33"
"2020-328899";"Analyser av om og hvordan modell for fastsettelse av kostnadsnormer kan behandle investeringer og driftstiltak mer nøytralt gjennom endringer i kalibreringen";"Norges vassdrags- og energidirektorat (NVE) ";"Kunngjøring av konkurranse";"2020-04-21";"2020-05-14";"/Notice/Details/2020-328899";"73200000";"se konkurransegrunnlag";NA;"16";"2020";"23"
"2020-352701";"Forprosjekt for senere evaluering av ny kommunelov";"Kommunal- og moderniseringsdepartementet ";"Kunngjøring av konkurranse";"2020-04-20";"2020-05-13";"/Notice/Details/2020-352701";"73000000";"Oppdragets formål er å få gjennomført et forprosjekt for å legge grunnlaget for at det senere kan gjøres en evaluering av kommuneloven av 22. juni 2018 nr. 83.
For å sikre en god evaluering om noen år, ønsker departementet nå å få gjort et forarbeid til dette som vil bestå av å ha en plan for denne evalueringen og å gjennomføre aktuelle kartlegginger som kan gi et bilde av situasjonen før ny lov trådte ikraft. Dette for å ha et sammenligningsgrunnlag når ny lov senere skal evalueres.
Oppdraget består av to deler. Del 1 vil være å lage en plan for evalueringen og en plan for hvilke kartlegginger eller andre tiltak som trengs å gjøres nå. Del 2 av oppdraget vil være å gjennomføre de kartlegginger og andre tiltak som er nødvendige for å kartlegge situasjonen før kommuneloven av 2018 trådte i kraft.
Frist for levering av del 1 av oppdraget er uke 25 (innen fredag 19. juni 2020). Frist for levering av del 2 av oppdraget er innen mandag 30. november 2020.
";"1200000";"16";"2020";"23"
"2020-308449";"20/00693 - Havgående referanseflåte 2020-2024";"Havforskningsinstituttet ";"Kunngjøring av konkurranse";"2020-04-17";"2020-05-20";"/Notice/Details/2020-308449";"63726800";"Havforskningsinstituttet ønsker å videreføre og fornye Havgående Referanseflåte. Oppdragsgiver skal inngå 10 nye avtaler om tjenester til Referanseflåten fra 10 havgående fartøy.
Referanseflåten er en utvalgt gruppe norske fiskefartøy som, mot økonomisk kompensasjon, gir Havforskningsinstituttet inngående informasjon fra sine enkeltfangster og sin generelle fiskeriaktivitet. Det tilstrebes å ha med fartøy med driftsmønster som er representativt for vedkommende fartøygruppe. Ved etablering av Referanseflåten ble det vektlagt å oppnå best mulig landsdekkende samarbeid i flåten. Prøvetaking og bearbeiding av innsamlede data foregår etter samme prosedyrer som på Havforskningsinstituttets egne forskningsfartøy.
";"24400000";"16";"2020";"33"
"2020-370497";"Kartlegging og anbefalt regulering av nettselskapenes tidsbruk ved tilknytning av nye kunder";"Norges vassdrags- og energidirektorat (NVE) ";"Kunngjøring av konkurranse";"2020-04-14";"2020-05-15";"/Notice/Details/2020-370497";"73200000";"se konkurransegrunnlag";NA;"15";"2020";"31"
"2020-359021";"EØS 031-2020 Konsulentrammeavtale for skolebruksplan, barnehagebruksplan og idrettsplan";"Bergen Kommune - Innkjøp konsern ";"Kunngjøring av konkurranse";"2020-04-09";"2020-05-11";"/Notice/Details/2020-359021";"79000000";"Konsulentrammeavtale for deltakelse i prosjekter for skolebruksplan, barnehagebruksplan og idrettsplan, Bergen kommune
Byrådsavdeling for barnehage, skole og idrett er startet arbeidet med å rullere barnehagebruksplanen og skolebruksplanen. Idrettsplanen vil rulleres i 2021/2022.
";NA;"15";"2020";"32"
"2020-333965";"Sammenhenger mellom etnisk mangfold og lønnsomhet i norske virksomheter";"Integrerings- og mangfoldsdirektoratet ";"Kunngjøring av konkurranse";"2020-04-09";"2020-05-27";"/Notice/Details/2020-333965";"73000000";"Prosjektets formål er å støtte opp om målet i Regjeringens integreringsstrategi som sier at flere innvandrere skal få stabilt og godt fotfeste i arbeidslivet. Prosjektet skal bidra til å etablere et kunnskapsgrunnlag som på den ene siden skal bidra til økt bevissthet hos arbeidsgivere om mangfold som en ressurs og på den andre siden skal danne grunnlag for utvikling av ytterligere tiltak.";"1500000";"15";"2020";"48"
"2020-331760";"Konsulenttjenester - Klimasats forprosjekt: Utslippsfritt hurtigbåtanbud";"Møre og Romsdal Fylkeskommune, Samferdsel ";"Kunngjøring av konkurranse";"2020-04-07";"2020-05-13";"/Notice/Details/2020-331760";"73200000";"Møre og Romsdal fylkeskommune ved Samferdselsavdelingen har behov for konsulenttjenester.
Formålet med anskaffelsen er å fremskaffe et grunnlag for å stille krav til utslippsfri hurtigbåt i Møre og Romsdal ved neste anbudsperiode.
Oppdragsgiver deltar i et pilotprosjekt under Grønt Skipsfartsprogram. I dette pilotprosjektet er målet å etablere et kunnskapsgrunnlag for utslippsfri hurtigbåt i korte samband. Møre og Romsdal fylkeskommune har fått tilsagn fra Klimasats om 2 mill. kronereks. mva. for å engasjere en Leverandør for å utrede «Klimasats hurtigbåt». Dette beløpet er å anse som øvre grense for konsulent inkl. alle kostnader for leveransen.
Se vedlegg 4 for mer informasjon om oppdraget.
";"2000000";"14";"2020";"36"
