"doffin_referanse";"navn";"publisert_av";"kunngjoring_type";"kunngjoring_dato";"tilbudsfrist_dato";"lenke";"cpv";"estimert_totalverdi";"kunngjort_uke";"kunngjort_år";"fristlengde";"kunngjort_ukedag"
"2022-341065";"2021/4124 - Parallelle rammeavtaler om maler -og beleggarbeider for eiendommer i Kristiansand og omegn";"STATSBYGG";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-10";"/Notice/Details/2022-341065";"45440000";NA;"7";"2022";"22";"ons\."
"2022-386017";"Sanering av Båsmo barneskole";"Rana Kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-31";"/Notice/Details/2022-386017";"45110000";"64000000";"7";"2022";"43";"ons\."
"2022-344403";"Rammeavtale om skoleskyss og bestillingstrafikk i Moss 2022";"Viken fylkeskommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-21";"/Notice/Details/2022-344403";"60120000";"600000000";"7";"2022";"33";"ons\."
"2022-309857";"CT-maskiner til Nye UNN Narvik, Nye Hammerfest sykehus og Helgelandssykehuset HF";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-18";"/Notice/Details/2022-309857";"33115100";NA;"7";"2022";"30";"ons\."
"2022-349690";"Innkjøp av prosjektleder i 80 % stilling i 6 mnd";"Universitetet i Oslo";"Kunngjøring av konkurranse";"2022-02-16";"2022-02-28";"/Notice/Details/2022-349690";"79421000";NA;"7";"2022";"12";"ons\."
"2022-352642";"Stovner bad - Samspillsentreprise";"Oslo kommune v/ Oslobygg KF";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-17";"/Notice/Details/2022-352642";"45000000";NA;"7";"2022";"29";"ons\."
"2022-388547";"Behovskartlegging innenfor romtrafikkovervåking";"Norsk Romsenter";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-01";"/Notice/Details/2022-388547";"75100000";"2250000";"7";"2022";"13";"ons\."
"2022-304060";"21/13488 - Rammeavtale Anleggsgartnerarbeider";"Larvik kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-18";"/Notice/Details/2022-304060";"45112700";"180000000";"7";"2022";"30";"ons\."
"2022-389721";"Leasing av gravemaskin ca. 8 tonn";"Akasia Kirke og Gravplass AS";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-21";"/Notice/Details/2022-389721";"43261000";NA;"7";"2022";"33";"ons\."
"2022-329396";"2022-21 Båt til bruk i undervisning ved Ålesund vgs";"Møre og Romsdal Fylkeskommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-16";"/Notice/Details/2022-329396";"34520000";"15500000";"7";"2022";"28";"ons\."
"2022-354103";"Anskaffelse av rammeavtale for kjøp av avfallsfaglige konsulenttjenester til Fredrikstad kommune";"Fredrikstad kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-21";"/Notice/Details/2022-354103";"71800000";"80000000";"7";"2022";"33";"ons\."
"2022-373947";"Renhold til Førde Storehagen Atrium";"Vestland fylkeskommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-18";"/Notice/Details/2022-373947";"90911000";"30000000";"7";"2022";"30";"ons\."
"2022-314130";"Statusrapport for TT-ordningen og evaluering av utvidet TT-ordning";"Samferdselsdepartementet";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-10";"/Notice/Details/2022-314130";"73200000";"6000000";"7";"2022";"22";"ons\."
"2022-392697";"GNSS utstyr";"Domstoladministrasjonen";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-22";"/Notice/Details/2022-392697";"38112100";"80000000";"7";"2022";"34";"ons\."
"2022-309912";"Digitale markedsføringstjenester";"Narvik kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-21";"/Notice/Details/2022-309912";"79342000";"55000000";"7";"2022";"33";"ons\."
"2022-322744";"Renhold og vedlikeholds-/driftstjenester for Parkeringsanlegg";"Innkjøpsassistanse Vest AS";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-17";"/Notice/Details/2022-322744";"90914000";"100000000";"7";"2022";"29";"ons\."
"2022-377072";"Fiberarbeider Sandvika-Asker";"Bane NOR SF";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-16";"/Notice/Details/2022-377072";"45232300";NA;"7";"2022";"28";"ons\."
"2022-367955";"Air Freight Services Norway 2022";"Posten Norge AS";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-23";"/Notice/Details/2022-367955";"60411000";NA;"7";"2022";"35";"ons\."
"2022-390630";"Avklaring - Vestfold Nord";"ARBEIDS- OG VELFERDSETATEN";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-31";"/Notice/Details/2022-390630";"85312300";"260000000";"7";"2022";"43";"ons\."
"2022-351520";"2021001165 - F-44 Aviation fuel";"Forsvaret v/Forsvarets logistikkorganisasjon";"Kunngjøring av konkurranse";"2022-02-16";"2032-03-22";"/Notice/Details/2022-351520";"09131000";"900000000";"7";"2022";NA;"ons\."
"2022-313451";"Konsulenttjenester - Utvikling av metode for ytringsfrihetsstrategi";"Norad – Direktoratet for utviklingssamarbeid";"Kunngjøring av konkurranse";"2022-02-16";"2022-02-28";"/Notice/Details/2022-313451";"73200000";"2000000";"7";"2022";"12";"ons\."
"2022-322268";"VVA Steinveien Nord";"Harstad kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-25";"/Notice/Details/2022-322268";"45233140";NA;"7";"2022";"37";"ons\."
"2022-350040";"Ferske kjøttvarer";"Moss kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-14";"/Notice/Details/2022-350040";"15100000";NA;"7";"2022";"26";"ons\."
"2022-337920";"Biblioteksystem - prekvalifisering";"Bærum kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-17";"/Notice/Details/2022-337920";"72000000";NA;"7";"2022";"29";"ons\."
"2022-366011";"Friluftslivsbruk av Oslofjorden og strandsonen";"Miljødirektoratet";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-25";"/Notice/Details/2022-366011";"90700000";"30000000";"7";"2022";"37";"ons\."
"2022-342634";"Tømrer- og snekkertjeneste mindre oppdrag";"Tromsø kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-14";"/Notice/Details/2022-342634";"71310000";NA;"7";"2022";"26";"ons\."
"2022-316847";"Operasjons-, undersøkelseslamper og uttakssentraler SNR";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-25";"/Notice/Details/2022-316847";"33100000";NA;"7";"2022";"37";"ons\."
"2022-364268";"Kjøretøysadministrasjon og Leasing";"Stiftelsen Tradebroker";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-11";"/Notice/Details/2022-364268";"50111000";"7000000000";"7";"2022";"23";"ons\."
"2022-349769";"Hellerud";"Oslo kommune v/ Vann- og avløpsetaten";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-10";"/Notice/Details/2022-349769";"45231300";NA;"7";"2022";"22";"ons\."
"2022-315886";"Universitetet i Oslo UIO - KHM Kulturhistorisk museum - Vikingtidsmuseet - Den store Vikingreisen";"STATSBYGG";"Kunngjøring av konkurranse";"2022-02-16";"2022-04-08";"/Notice/Details/2022-315886";"48000000";NA;"7";"2022";"51";"ons\."
"2022-316761";"Havnesystem";"Stavangerregionen Havnedrift AS ved Innkjøpsassistanse Vest AS";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-21";"/Notice/Details/2022-316761";"98362000";"43000000";"7";"2022";"33";"ons\."
"2022-382462";"A150033_Krogstad Biogassanlegg_P5_Hydrogen Production plant";"NEDRE ROMERIKE AVLØPSSELSKAP IKS";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-18";"/Notice/Details/2022-382462";"24111600";NA;"7";"2022";"30";"ons\."
"2022-385389";"Utbygging 4G Kattfjordeidet";"Tromsø kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-04-01";"/Notice/Details/2022-385389";"45232300";NA;"7";"2022";"44";"ons\."
"2022-328476";"TR-22-06 Totalentreprise ny sentrumsbarnehage - Prekvalifisering";"Trysil kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-16";"/Notice/Details/2022-328476";"45214100";NA;"7";"2022";"28";"ons\."
"2022-337437";"Anskaffelse av FDV system";"Statens vegvesen";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-21";"/Notice/Details/2022-337437";"48000000";NA;"7";"2022";"33";"ons\."
"2022-323979";"Ny brannstasjon på Åndalsnes - Rauma kommune";"HRP AS";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-31";"/Notice/Details/2022-323979";"45216121";NA;"7";"2022";"43";"ons\."
"2022-303499";"Levering av elektrisitet til Draugen Plattform";"OKEA ASA";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-03";"/Notice/Details/2022-303499";"09310000";"12000000000";"7";"2022";"15";"ons\."
"2022-382041";"Dynamisk innkjøpsordning - posisjoneringsutstyr";"INNLANDET FYLKESKOMMUNE";"Kunngjøring av konkurranse";"2022-02-16";"2028-03-15";"/Notice/Details/2022-382041";"38296000";"60000000";"7";"2022";NA;"ons\."
"2022-348805";"Rammeavtale på rådgivertjenester kommunalteknikk";"Gjesdal Kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-18";"/Notice/Details/2022-348805";"71311300";"90000000";"7";"2022";"30";"ons\."
"2022-398340";"Slamsugingstjenester, rammeavtale";"GLØR IKS";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-17";"/Notice/Details/2022-398340";"90513600";NA;"7";"2022";"29";"ons\."
"2022-335004";"Kontorrekvisita, -fritt skolemateriell og renholdsrekvisita, rammeavtale";"Stord kommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-22";"/Notice/Details/2022-335004";"30192000";NA;"7";"2022";"34";"ons\."
"2022-315187";"Asfaltkontrakt Nordland 2022";"Nordland fylkeskommune";"Kunngjøring av konkurranse";"2022-02-16";"2022-03-18";"/Notice/Details/2022-315187";"45000000";NA;"7";"2022";"30";"ons\."
"2022-375587";"Totalrehabilitering Fasader, Takvinduer og Vinduer 311 Tårnbygningen NMBU";"Norges miljø- og biovitenskapelige universitet";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-21";"/Notice/Details/2022-375587";"45000000";NA;"7";"2022";"34";"tir\."
"2022-355987";"Region øst - Utskifting av varmvannsberedere på Jørstadmoen";"Forsvarsbygg";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-18";"/Notice/Details/2022-355987";"45330000";NA;"7";"2022";"31";"tir\."
"2022-331425";"Påbygg modulskule Tennebø";"Kinn kommune";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-10";"/Notice/Details/2022-331425";"44211000";NA;"7";"2022";"23";"tir\."
"2022-319917";"Takseringstjenester næringsskatt";"Tysvær Kommune";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-11";"/Notice/Details/2022-319917";"71315300";"12900000";"7";"2022";"24";"tir\."
"2022-302291";"Vigrestad storskule - Ventilasjonsaggregat 360.001";"Hå kommune";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-24";"/Notice/Details/2022-302291";"42500000";NA;"7";"2022";"37";"tir\."
"2022-350926";"Vigrestad helsesenter - Skifte av ventilasjonsaggregat";"Hå kommune";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-24";"/Notice/Details/2022-350926";"42500000";NA;"7";"2022";"37";"tir\."
"2022-314101";"Plasmatinere til Avdeling for immunologi og transfusjonsmedisin for levering til Helse Bergen HF";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-11";"/Notice/Details/2022-314101";"38000000";NA;"7";"2022";"24";"tir\."
"2022-389174";"Agricultural Field Robot";"Norges miljø- og biovitenskapelige universitet";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-15";"/Notice/Details/2022-389174";"42997300";NA;"7";"2022";"28";"tir\."
"2022-317198";"2022/1090 Anskaffelse etter FOR-2018-04-04-533, del I av ny avløpspumpestasjon for PS05 Smimofjæra";"Namsos Kommune";"Kunngjøring av konkurranse";"2022-02-15";"2022-04-01";"/Notice/Details/2022-317198";"45000000";NA;"7";"2022";"45";"tir\."
"2022-341886";"Service og vedlikeholdsavtale trucker mv.";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-02";"/Notice/Details/2022-341886";"50000000";"20";"7";"2022";"15";"tir\."
"2022-363870";"Konkurranse om parallelle rammeavtaler for leveranse av sikkerhets- og beredskapsopplæring";"Politiets fellestjenester";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-03";"/Notice/Details/2022-363870";"80000000";NA;"7";"2022";"16";"tir\."
"2022-301944";"Bygging av nye kompostbinger ØRAS";"Øvre Romerike Innkjøpssamarbeid";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-16";"/Notice/Details/2022-301944";"45253800";NA;"7";"2022";"29";"tir\."
"2022-340940";"Byggtjenester";"VEAS SELVKOST AS";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-11";"/Notice/Details/2022-340940";"71310000";NA;"7";"2022";"24";"tir\."
"2022-340636";"Kontroll og vedlikehold av slukkeutstyr";"Norsk rikskringkasting AS";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-25";"/Notice/Details/2022-340636";"50413200";NA;"7";"2022";"38";"tir\."
"2022-318442";"Modell for beregning av fylkesveikriteriet i inntektssystemet for fylkeskommunene";"Kommunal- og distriktsdepartementet";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-21";"/Notice/Details/2022-318442";"73000000";"10000000";"7";"2022";"34";"tir\."
"2022-345403";"Ny kostnadsmodell for beregning av ferjekriteriet i inntektssystemet for fylkeskommunene";"Kommunal- og distriktsdepartementet";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-21";"/Notice/Details/2022-345403";"73000000";"11000000";"7";"2022";"34";"tir\."
"2022-331098";"Rammeavtale malertjenester";"Bymuseet i Bergen";"Kunngjøring av konkurranse";"2022-02-15";"2022-03-08";"/Notice/Details/2022-331098";"45440000";"15000000";"7";"2022";"21";"tir\."
"2022-328635";"Elektriske Varebiler Bygg og Eiendom 2022- 2023";"Rogaland Fylkeskommune";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-21";"/Notice/Details/2022-328635";"34144900";NA;"7";"2022";"35";"man\."
"2022-341583";"22-007 Gjennomføring av auksjon av alkoholholdig drikk på vegne av private - Tjenesteskonsesjon";"AS Vinmonopolet";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-25";"/Notice/Details/2022-341583";"79342400";NA;"7";"2022";"39";"man\."
"2022-317916";"Melhus kommune, ombygging av kantiine på rådhuset";"Melhus Kommune";"Kunngjøring av konkurranse";"2022-02-14";"2022-02-28";"/Notice/Details/2022-317916";"45200000";"5000000";"7";"2022";"14";"man\."
"2022-337970";"Virituell assistent";"Trøndelag fylkeskommune";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-04";"/Notice/Details/2022-337970";"72212510";NA;"7";"2022";"18";"man\."
"2022-306317";"Rammeavtaler på håndverkertjenester og malerarbeid";"Høgskulen i Volda";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-16";"/Notice/Details/2022-306317";"45442100";NA;"7";"2022";"30";"man\."
"2022-361929";"Fase I - Miljørådgivning Gamle Stavern fyllplass- 2022/144";"Larvik kommune";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-02";"/Notice/Details/2022-361929";"90713000";NA;"7";"2022";"16";"man\."
"2022-331019";"Rammeavtale for glassmestertjenester";"Bærum kommune";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-21";"/Notice/Details/2022-331019";"45441000";"100000000";"7";"2022";"35";"man\."
"2022-393694";"Nødstrømsaggregat Sykehuset Innlandet Hamar";"Sykehuset Innlandet HF";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-14";"/Notice/Details/2022-393694";"45350000";NA;"7";"2022";"28";"man\."
"2022-312587";"Konsulentbistand romtransport";"Norsk Romsenter";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-03";"/Notice/Details/2022-312587";"75100000";"4000000";"7";"2022";"17";"man\."
"2022-305953";"OG21 dypdykkstudie om lavutslippsløsninger";"Norges forskningsråd";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-04";"/Notice/Details/2022-305953";"73000000";"12750000";"7";"2022";"18";"man\."
"2022-334853";"302255 - Innvendig nedvask og maling av sheltere - Ørland flystasjon";"Forsvarsbygg";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-09";"/Notice/Details/2022-334853";"45442100";NA;"7";"2022";"23";"man\."
"2022-373424";"Tilbudskonkurranse - Evaluering av felles søknadsbehandling av Forskerprosjekt";"Norges forskningsråd";"Kunngjøring av konkurranse";"2022-02-14";"2022-02-25";"/Notice/Details/2022-373424";"73110000";NA;"7";"2022";"11";"man\."
"2022-374593";"Samlekontrakt bruvedlikehold Viken vest 2022-2023, Buskerud";"Viken fylkeskommune";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-15";"/Notice/Details/2022-374593";"45221119";NA;"7";"2022";"29";"man\."
"2022-345754";"Landbruksbilvei til PHS Sæter for Kongsvinger kommune";"Kongsvinger Kommune";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-15";"/Notice/Details/2022-345754";"45233300";"13000000";"7";"2022";"29";"man\."
"2022-373453";"1206201 Sametinget leiligheter Karasjok K 203 Grunnarbeider og infrastruktur";"STATSBYGG";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-14";"/Notice/Details/2022-373453";"45000000";NA;"7";"2022";"28";"man\."
"2022-339012";"Tilbodsførespurnad rådgjevartenester for VA - Nissedal kommune";"NISSEDAL KOMMUNE";"Kunngjøring av konkurranse";"2022-02-14";"2022-04-04";"/Notice/Details/2022-339012";"71800000";"40000000";"7";"2022";"49";"man\."
"2022-379847";"Rammeavtale på kontroll av lekeplassutstyr";"DRAMMEN KOMMUNE";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-11";"/Notice/Details/2022-379847";"71356100";"30000000";"7";"2022";"25";"man\."
"2022-366876";"Pansret kjøretøy - Prekvalifisering";"NORGES BANK";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-16";"/Notice/Details/2022-366876";"34144700";"70000000";"7";"2022";"30";"man\."
"2022-372151";"Separering VA Dollardalen-Spøtahaugen";"Strand kommune";"Kunngjøring av konkurranse";"2022-02-14";"2022-03-18";"/Notice/Details/2022-372151";"45231300";NA;"7";"2022";"32";"man\."
"2022-341350";"76275 UL KLM AMG DNA-ekstraktor";"Oslo Universitetssykehus HF (hovedenhet)";"Kunngjøring av konkurranse";"2022-02-13";"2022-03-22";"/Notice/Details/2022-341350";"38000000";NA;"7";"2022";"37";"søn\."
"2022-375337";"2021/216 - Renovasjon kommunale bygg";"Bodø Kommune";"Kunngjøring av konkurranse";"2022-02-13";"2022-04-08";"/Notice/Details/2022-375337";"90511200";"70000000";"7";"2022";"54";"søn\."
"2022-359808";"2022-20 For- og vegoppmerking";"Møre og Romsdal Fylkeskommune";"Kunngjøring av konkurranse";"2022-02-13";"2022-03-18";"/Notice/Details/2022-359808";"45233221";"390000000";"7";"2022";"33";"søn\."
"2022-349931";"Anskaffelse av hjullaster 2022";"GLÅMDAL INTERKOMMUNALE RENOVASJONSSELSKAP IKS";"Kunngjøring av konkurranse";"2022-02-13";"2022-03-24";"/Notice/Details/2022-349931";"34144710";"25000000";"7";"2022";"39";"søn\."
"2022-386706";"Anskaffelse av ny løsning for mobilvarsling";"NASJONALT KOMMUNESAMARBEID FOR 110-SENTRALENE IKS";"Kunngjøring av konkurranse";"2022-02-13";"2022-03-14";"/Notice/Details/2022-386706";"64200000";NA;"7";"2022";"29";"søn\."
"2022-311805";"Utvikling av dekkskanner";"Statens vegvesen";"Kunngjøring av konkurranse";"2022-02-13";"2022-03-17";"/Notice/Details/2022-311805";"73120000";"145000000";"7";"2022";"32";"søn\."
"2022-327850";"Rammeavtale - Kjøp av byggevarer i Forsvarsbygg, region øst; for Rena leir og Terningmoen";"Forsvarsbygg";"Kunngjøring av konkurranse";"2022-02-13";"2022-03-15";"/Notice/Details/2022-327850";"44111000";"40000000";"7";"2022";"30";"søn\."
"2022-340562";"Driftskontrakt veg 9303 Hardanger og Sogn 2022 - 2027";"Statens vegvesen";"Kunngjøring av konkurranse";"2022-02-13";"2022-04-04";"/Notice/Details/2022-340562";"63712200";"5000000000";"7";"2022";"50";"søn\."
"2022-313077";"Rammeavtale for utskiftning, service og vedlikehold av solskjerming i Trøndelag";"STATSBYGG";"Kunngjøring av konkurranse";"2022-02-13";"2022-03-24";"/Notice/Details/2022-313077";"50700000";"20";"7";"2022";"39";"søn\."
"2022-325908";"Prekvalisering Fagsystem barnevern";"Øygarden kommune";"Kunngjøring av konkurranse";"2022-02-13";"2022-03-17";"/Notice/Details/2022-325908";"72000000";"1";"7";"2022";"32";"søn\."
"2022-326851";"Tilrettelegging av teknisk dokumentasjon";"FORSVARSMATERIELL";"Kunngjøring av konkurranse";"2022-02-13";"2022-03-18";"/Notice/Details/2022-326851";"71248000";"230000000";"7";"2022";"33";"søn\."
"2022-398945";"Timediuresesett, foleykateter med temp. måling, temperaturprober, blæretrykksmåler, ernæringssonder og PH-indikator for foretakene i Helse Vest";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-02-13";"2022-03-21";"/Notice/Details/2022-398945";"33140000";"78000000";"7";"2022";"36";"søn\."
